commune,station,pm10_value,date_local,seuil_info_recommandation,seuil_alerte
Nantes,CIM BOUTEILLERIE,7.3,2025-04-18,50,80
Rezé,TRENTEMOULT,11.0,2025-04-18,50,80
Bouguenais,LES COUETS,8.8,2025-04-18,50,80
Angers,ROI RENE,13.0,2025-04-18,50,80
Montoir-De-Bretagne,CAMEE,12.0,2025-04-18,50,80
Nantes,FRERES GONCOURT,18.0,2025-04-18,50,80
Nantes,PRAIRIE AU DUC,8.5,2025-04-18,50,80
Donges,LA MEGRETAIS,4.1,2025-04-17,50,80
Frossay,FROSSAY,5.2,2025-04-17,50,80
Saint-Etienne-De-Montluc,SAINT ETIENNE DE MONTLUC,5.1,2025-04-17,50,80
Cholet,SAINT EXUPERY,11.0,2025-04-17,50,80
Saint-Nazaire,LEON BLUM,4.4,2025-04-17,50,80
Angers,BEAUX ARTS,7.0,2025-04-17,50,80
Laval,MAZAGRAN,11.0,2025-04-17,50,80
La Tardière,LA TARDIERE,5.4,2025-04-17,50,80
La Roche-Sur-Yon,DELACROIX,5.9,2025-04-17,50,80
Le Mans,GUEDOU,13.0,2025-04-17,50,80
Saint-Denis-D'Anjou,SAINT DENIS D'ANJOU,7.6,2025-04-17,50,80
Donges,PARSCAU DU PLESSIS,4.9,2025-04-17,50,80
Le Mans,SOURCES,14.0,2025-04-17,50,80
Nantes,CIM BOUTEILLERIE,6.1,2025-04-17,50,80
Rezé,TRENTEMOULT,8.9,2025-04-17,50,80
Bouguenais,LES COUETS,7.2,2025-04-17,50,80
Angers,ROI RENE,11.0,2025-04-17,50,80
Montoir-De-Bretagne,CAMEE,10.0,2025-04-17,50,80
Nantes,FRERES GONCOURT,21.0,2025-04-17,50,80
Nantes,PRAIRIE AU DUC,15.0,2025-04-17,50,80
Donges,LA MEGRETAIS,6.4,2025-04-16,50,80
Frossay,FROSSAY,7.4,2025-04-16,50,80
Saint-Etienne-De-Montluc,SAINT ETIENNE DE MONTLUC,7.4,2025-04-16,50,80
Cholet,SAINT EXUPERY,11.0,2025-04-16,50,80
Saint-Nazaire,LEON BLUM,8.7,2025-04-16,50,80
Angers,BEAUX ARTS,8.1,2025-04-16,50,80
Laval,MAZAGRAN,9.9,2025-04-16,50,80
La Tardière,LA TARDIERE,6.5,2025-04-16,50,80
La Roche-Sur-Yon,DELACROIX,6.8,2025-04-16,50,80
Le Mans,GUEDOU,9.2,2025-04-16,50,80
Saint-Denis-D'Anjou,SAINT DENIS D'ANJOU,7.7,2025-04-16,50,80
Donges,PARSCAU DU PLESSIS,8.0,2025-04-16,50,80
Le Mans,SOURCES,8.5,2025-04-16,50,80
Nantes,CIM BOUTEILLERIE,7.8,2025-04-16,50,80
Rezé,TRENTEMOULT,12.0,2025-04-16,50,80
Bouguenais,LES COUETS,8.8,2025-04-16,50,80
Angers,ROI RENE,11.0,2025-04-16,50,80
Montoir-De-Bretagne,CAMEE,12.0,2025-04-16,50,80
Nantes,FRERES GONCOURT,22.0,2025-04-16,50,80
Nantes,PRAIRIE AU DUC,22.0,2025-04-16,50,80
Donges,LA MEGRETAIS,11.0,2025-04-15,50,80
Frossay,FROSSAY,11.0,2025-04-15,50,80
Saint-Etienne-De-Montluc,SAINT ETIENNE DE MONTLUC,10.0,2025-04-15,50,80
Cholet,SAINT EXUPERY,13.0,2025-04-15,50,80
Saint-Nazaire,LEON BLUM,12.0,2025-04-15,50,80
Angers,BEAUX ARTS,9.5,2025-04-15,50,80
Laval,MAZAGRAN,10.0,2025-04-15,50,80
La Tardière,LA TARDIERE,8.5,2025-04-15,50,80
La Roche-Sur-Yon,DELACROIX,9.1,2025-04-15,50,80
Le Mans,GUEDOU,9.5,2025-04-15,50,80
Saint-Denis-D'Anjou,SAINT DENIS D'ANJOU,8.4,2025-04-15,50,80
Donges,PARSCAU DU PLESSIS,14.0,2025-04-15,50,80
Le Mans,SOURCES,8.1,2025-04-15,50,80
Nantes,CIM BOUTEILLERIE,11.0,2025-04-15,50,80
Rezé,TRENTEMOULT,15.0,2025-04-15,50,80
Bouguenais,LES COUETS,11.0,2025-04-15,50,80
Angers,ROI RENE,12.0,2025-04-15,50,80
Montoir-De-Bretagne,CAMEE,18.0,2025-04-15,50,80
Nantes,FRERES GONCOURT,23.0,2025-04-15,50,80
Nantes,PRAIRIE AU DUC,20.0,2025-04-15,50,80
Donges,LA MEGRETAIS,8.7,2025-04-14,50,80
Frossay,FROSSAY,11.0,2025-04-14,50,80
Saint-Etienne-De-Montluc,SAINT ETIENNE DE MONTLUC,9.9,2025-04-14,50,80
Cholet,SAINT EXUPERY,12.0,2025-04-14,50,80
Saint-Nazaire,LEON BLUM,10.0,2025-04-14,50,80
Angers,BEAUX ARTS,12.0,2025-04-14,50,80
Laval,MAZAGRAN,11.0,2025-04-14,50,80
La Tardière,LA TARDIERE,10.0,2025-04-14,50,80
La Roche-Sur-Yon,DELACROIX,13.0,2025-04-14,50,80
Le Mans,GUEDOU,12.0,2025-04-14,50,80
Saint-Denis-D'Anjou,SAINT DENIS D'ANJOU,12.0,2025-04-14,50,80
Donges,PARSCAU DU PLESSIS,8.1,2025-04-14,50,80
Le Mans,SOURCES,11.0,2025-04-14,50,80
Nantes,CIM BOUTEILLERIE,12.0,2025-04-14,50,80
Rezé,TRENTEMOULT,16.0,2025-04-14,50,80
Bouguenais,LES COUETS,13.0,2025-04-14,50,80
Angers,ROI RENE,16.0,2025-04-14,50,80
Montoir-De-Bretagne,CAMEE,14.0,2025-04-14,50,80
Nantes,FRERES GONCOURT,23.0,2025-04-14,50,80
Nantes,PRAIRIE AU DUC,21.0,2025-04-14,50,80
Donges,LA MEGRETAIS,8.4,2025-04-13,50,80
Frossay,FROSSAY,9.0,2025-04-13,50,80
Saint-Etienne-De-Montluc,SAINT ETIENNE DE MONTLUC,9.4,2025-04-13,50,80
Cholet,SAINT EXUPERY,17.0,2025-04-13,50,80
Saint-Nazaire,LEON BLUM,9.2,2025-04-13,50,80
Angers,BEAUX ARTS,12.0,2025-04-13,50,80
Laval,MAZAGRAN,15.0,2025-04-13,50,80
La Tardière,LA TARDIERE,12.0,2025-04-13,50,80
La Roche-Sur-Yon,DELACROIX,12.0,2025-04-13,50,80
Le Mans,GUEDOU,15.0,2025-04-13,50,80
Saint-Denis-D'Anjou,SAINT DENIS D'ANJOU,12.0,2025-04-13,50,80
Donges,PARSCAU DU PLESSIS,11.0,2025-04-13,50,80
Le Mans,SOURCES,14.0,2025-04-13,50,80
Nantes,CIM BOUTEILLERIE,10.0,2025-04-13,50,80
Rezé,TRENTEMOULT,14.0,2025-04-13,50,80
Bouguenais,LES COUETS,10.0,2025-04-13,50,80
Angers,ROI RENE,16.0,2025-04-13,50,80
Montoir-De-Bretagne,CAMEE,8.3,2025-04-13,50,80
Nantes,FRERES GONCOURT,18.0,2025-04-13,50,80
Nantes,PRAIRIE AU DUC,10.0,2025-04-13,50,80
